"refseq"	"group"
"NM_001310693"	"Depleted"
"NM_001310693"	"Depleted"
"NM_144901"	"Depleted"
"NM_144901"	"Depleted"
"NM_144901"	"Depleted"
"NM_144901"	"Depleted"
"NM_001161854"	"Depleted"
"NM_001161854"	"Depleted"
"NM_001161854"	"Depleted"
"NM_001161854"	"Depleted"
"NM_001310693"	"Depleted"
"NM_001310693"	"Depleted"
"NM_001310693"	"Depleted"
"NM_001310693"	"Depleted"
"NM_001310693"	"Depleted"
"NM_144901"	"Depleted"
"NM_144901"	"Depleted"
"NM_144901"	"Depleted"
"NM_144901"	"Depleted"
"NM_001161854"	"Depleted"
"NM_001161854"	"Depleted"
"NM_001161854"	"Depleted"
"NM_001161854"	"Depleted"
"NM_001310693"	"Depleted"
"NM_001310693"	"Depleted"
"NM_001310693"	"Depleted"
"NM_001310693"	"Depleted"
"NM_001310693"	"Depleted"
"NM_144901"	"Depleted"
"NM_144901"	"Depleted"
"NM_144901"	"Depleted"
"NM_144901"	"Depleted"
"NM_001161854"	"Depleted"
"NM_001161854"	"Depleted"
"NM_001161854"	"Depleted"
"NM_001161854"	"Depleted"
"NM_001310693"	"Depleted"
"NM_001310693"	"Depleted"
"NM_001310693"	"Depleted"
"NM_001310693"	"Depleted"
"NM_001310693"	"Depleted"
"NM_144901"	"Depleted"
"NM_144901"	"Depleted"
"NM_144901"	"Depleted"
"NM_144901"	"Depleted"
"NM_001161854"	"Depleted"
"NM_001161854"	"Depleted"
"NM_001161854"	"Depleted"
"NM_001161854"	"Depleted"
"NM_001310693"	"Depleted"
"NM_001310693"	"Depleted"
"NM_001310693"	"Depleted"
"NM_001310693"	"Depleted"
"NM_001310693"	"Depleted"
"NM_144901"	"Depleted"
"NM_144901"	"Depleted"
"NM_144901"	"Depleted"
"NM_144901"	"Depleted"
"NM_001161854"	"Depleted"
"NM_001161854"	"Depleted"
"NM_001161854"	"Depleted"
"NM_001161854"	"Depleted"
"NM_001083955"	"Enriched"
"NM_001083955"	"Enriched"
"NM_001083955"	"Enriched"
"NM_008218"	"Enriched"
"NM_008218"	"Enriched"
"NM_008218"	"Enriched"
"NM_009797"	"Depleted"
"NM_009797"	"Depleted"
"NM_009797"	"Depleted"
"NM_001355044"	"Depleted"
"NM_001355044"	"Depleted"
"NM_001355044"	"Depleted"
"NM_001199963"	"Enriched"
"NM_001199963"	"Enriched"
"NM_001199963"	"Enriched"
"NM_001164046"	"Enriched"
"NM_001164046"	"Enriched"
"NM_001164046"	"Enriched"
"NM_001384258"	"Enriched"
"NM_001384258"	"Enriched"
"NM_001384258"	"Enriched"
"NM_001199962"	"Enriched"
"NM_001199962"	"Enriched"
"NM_001199962"	"Enriched"
"NM_001199963"	"Enriched"
"NM_001199963"	"Enriched"
"NM_001199963"	"Enriched"
"NM_001164046"	"Enriched"
"NM_001164046"	"Enriched"
"NM_001164046"	"Enriched"
"NM_001384258"	"Enriched"
"NM_001384258"	"Enriched"
"NM_001384258"	"Enriched"
"NM_001199962"	"Enriched"
"NM_001199962"	"Enriched"
"NM_001199962"	"Enriched"
"NM_008220"	"Enriched"
"NM_008220"	"Enriched"
"NM_008220"	"Enriched"
"NM_001324416"	"Depleted"
"NM_001324416"	"Depleted"
"NM_001324416"	"Depleted"
"NM_001324416"	"Depleted"
"NM_001324416"	"Depleted"
"NM_001324416"	"Depleted"
"NM_001324416"	"Depleted"
"NM_001324416"	"Depleted"
"NM_183250"	"Enriched"
"NM_183250"	"Enriched"
"NM_183250"	"Enriched"
"NM_183250"	"Enriched"
"NM_183250"	"Enriched"
"NM_183250"	"Enriched"
"NM_001270432"	"Enriched"
"NM_001270432"	"Enriched"
"NM_001270432"	"Enriched"
"NM_001270432"	"Enriched"
"NM_001199959"	"Enriched"
"NM_001199959"	"Enriched"
"NM_001199959"	"Enriched"
"NM_001003672"	"Depleted"
"NM_001003672"	"Depleted"
"NM_001003672"	"Depleted"
"NM_026701"	"Enriched"
"NM_026701"	"Enriched"
"NM_026701"	"Enriched"
"NM_001359529"	"Enriched"
"NM_001359529"	"Enriched"
"NM_001359529"	"Enriched"
"NM_026701"	"Enriched"
"NM_026701"	"Enriched"
"NM_026701"	"Enriched"
"NM_001359529"	"Enriched"
"NM_001359529"	"Enriched"
"NM_001359529"	"Enriched"
"NM_026701"	"Enriched"
"NM_026701"	"Enriched"
"NM_026701"	"Enriched"
"NM_001359529"	"Enriched"
"NM_001359529"	"Enriched"
"NM_001359529"	"Enriched"
